Date,Page Views,Page Views (Log10),Quarterback
20180513,1073,3.030599721965951,Jackson
20180514,1371,3.1370374547895126,Jackson
20180515,1110,3.0453229787866576,Jackson
20180516,975,2.989004615698537,Jackson
20180517,912,2.959994838328416,Jackson
20180518,811,2.909020854211156,Jackson
20180519,974,2.9885589568786157,Jackson
20180520,1206,3.0813473078041325,Jackson
20180521,1036,3.0153597554092144,Jackson
20180522,856,2.932473764677153,Jackson
20180523,853,2.930949031167523,Jackson
20180524,919,2.9633155113861114,Jackson
20180525,802,2.9041743682841634,Jackson
20180526,622,2.7937903846908188,Jackson
20180527,637,2.8041394323353503,Jackson
20180528,629,2.798650645445269,Jackson
20180529,640,2.806179973983887,Jackson
20180530,564,2.751279103983342,Jackson
20180531,587,2.7686381012476144,Jackson
20180601,555,2.7442929831226763,Jackson
20180602,549,2.739572344450092,Jackson
20180603,510,2.7075701760979363,Jackson
20180604,551,2.741151598851785,Jackson
20180605,738,2.8680563618230415,Jackson
20180606,673,2.828015064223977,Jackson
20180607,474,2.6757783416740852,Jackson
20180608,462,2.6646419755561257,Jackson
20180609,398,2.5998830720736876,Jackson
20180610,480,2.681241237375587,Jackson
20180611,477,2.678518379040114,Jackson
20180612,678,2.8312296938670634,Jackson
20180613,1102,3.042181594515766,Jackson
20180614,985,2.9934362304976116,Jackson
20180615,1091,3.037824750588342,Jackson
20180616,659,2.8188854145940097,Jackson
20180617,738,2.8680563618230415,Jackson
20180618,749,2.8744818176994666,Jackson
20180619,622,2.7937903846908188,Jackson
20180620,621,2.79309160017658,Jackson
20180621,586,2.767897616018091,Jackson
20180622,567,2.7535830588929064,Jackson
20180623,450,2.6532125137753435,Jackson
20180624,710,2.8512583487190755,Jackson
20180625,677,2.8305886686851442,Jackson
20180626,512,2.709269960975831,Jackson
20180627,455,2.6580113966571126,Jackson
20180628,437,2.640481436970422,Jackson
20180629,433,2.6364878963533656,Jackson
20180630,366,2.5634810853944106,Jackson
20180701,416,2.6190933306267428,Jackson
20180702,427,2.630427875025024,Jackson
20180703,393,2.5943925503754266,Jackson
20180704,506,2.7041505168397992,Jackson
20180705,465,2.667452952889954,Jackson
20180706,550,2.7403626894942437,Jackson
20180707,509,2.7067177823367587,Jackson
20180708,480,2.681241237375587,Jackson
20180709,471,2.673020907128896,Jackson
20180710,521,2.7168377232995247,Jackson
20180711,574,2.7589118923979736,Jackson
20180712,521,2.7168377232995247,Jackson
20180713,539,2.7315887651867388,Jackson
20180714,445,2.6483600109809315,Jackson
20180715,451,2.6541765418779604,Jackson
20180716,557,2.745855195173729,Jackson
20180717,561,2.7489628612561616,Jackson
20180718,598,2.776701183988411,Jackson
20180719,759,2.88024177589548,Jackson
20180720,856,2.932473764677153,Jackson
20180721,679,2.8318697742805017,Jackson
20180722,744,2.8715729355458786,Jackson
20180723,1083,3.0346284566253203,Jackson
20180724,964,2.984077033902831,Jackson
20180725,951,2.978180516937414,Jackson
20180726,810,2.90848501887865,Jackson
20180727,791,2.8981764834976764,Jackson
20180728,817,2.9122220565324155,Jackson
20180729,816,2.9116901587538613,Jackson
20180730,1068,3.0285712526925375,Jackson
20180731,1083,3.0346284566253203,Jackson
20180801,1182,3.0726174765452368,Jackson
20180802,3579,3.553761698390004,Jackson
20180803,12569,4.099300726233463,Jackson
20180804,2356,3.372175286115064,Jackson
20180805,1338,3.1264561134318045,Jackson
20180806,1504,3.1772478362556233,Jackson
20180807,1161,3.064832219738574,Jackson
20180808,1030,3.012837224705172,Jackson
20180809,1118,3.0484418035504044,Jackson
20180810,4190,3.622214022966295,Jackson
20180811,1563,3.193958978019187,Jackson
20180812,1246,3.095518042323151,Jackson
20180813,1179,3.071513805095089,Jackson
20180814,1242,3.0941215958405612,Jackson
20180815,1065,3.0273496077747564,Jackson
20180816,1116,3.04766419460156,Jackson
20180817,1135,3.0549958615291417,Jackson
20180818,1057,3.024074987307426,Jackson
20180819,955,2.9800033715837464,Jackson
20180820,1311,3.117602691690084,Jackson
20180821,6374,3.804412059137714,Jackson
20180822,1404,3.1473671077937864,Jackson
20180823,1110,3.0453229787866576,Jackson
20180824,1088,3.036628895362161,Jackson
20180825,1092,3.0382226383687185,Jackson
20180826,3310,3.519827993775719,Jackson
20180827,1571,3.1961761850399735,Jackson
20180828,1279,3.106870544478654,Jackson
20180829,1323,3.1215598441875008,Jackson
20180830,1604,3.2052043639481447,Jackson
20180831,2595,3.414137362184477,Jackson
20180901,1936,3.286905352972375,Jackson
20180902,7056,3.848558572123763,Jackson
20180903,1642,3.215373152783422,Jackson
20180904,1325,3.1222158782728267,Jackson
20180905,1171,3.068556895072363,Jackson
20180906,1037,3.015778756389041,Jackson
20180907,975,2.989004615698537,Jackson
20180908,1071,3.029789470831856,Jackson
20180909,2803,3.447623097760286,Jackson
20180910,3768,3.57611089412084,Jackson
20180911,2163,3.3350565194390915,Jackson
20180912,1432,3.1559430179718366,Jackson
20180913,1556,3.1920095926536702,Jackson
20180914,5952,3.7746629225378223,Jackson
20180915,1305,3.1156105116742996,Jackson
20180916,1688,3.2273724422896364,Jackson
20180917,1464,3.165541076722373,Jackson
20180918,1195,3.0773679052841563,Jackson
20180919,883,2.9459607035775686,Jackson
20180920,847,2.9278834103307068,Jackson
20180921,2352,3.371437317404101,Jackson
20180922,1499,3.1758016328482794,Jackson
20180923,2205,3.3434085938038574,Jackson
20180924,1932,3.2860071220794747,Jackson
20180925,1408,3.1486026548060932,Jackson
20180926,1281,3.1075491297446862,Jackson
20180927,1046,3.0195316845312554,Jackson
20180928,1062,3.0261245167454502,Jackson
20180929,1538,3.1869563354654122,Jackson
20180930,1756,3.244524511570084,Jackson
20181001,6436,3.808616035426992,Jackson
20181002,1414,3.150449409460881,Jackson
20181003,952,2.9786369483844743,Jackson
20181004,902,2.9552065375419416,Jackson
20181005,1051,3.021602716028242,Jackson
20181006,1479,3.1699681739968923,Jackson
20181007,1976,3.295786940251609,Jackson
20181008,1678,3.2247919564926817,Jackson
20181009,1052,3.02201573981772,Jackson
20181010,818,2.912753303671323,Jackson
20181011,721,2.857935264719429,Jackson
20181012,927,2.967079734144497,Jackson
20181013,884,2.946452265013073,Jackson
20181014,1755,3.244277120801843,Jackson
20181015,1548,3.189770956346874,Jackson
20181016,956,2.9804578922761,Jackson
20181017,770,2.886490725172482,Jackson
20181018,799,2.902546779313991,Jackson
20181019,1000,3,Jackson
20181020,745,2.8721562727482928,Jackson
20181021,3183,3.502836638621003,Jackson
20181022,2131,3.328583449714202,Jackson
20181023,1145,3.0588054866759067,Jackson
20181024,915,2.9614210940664485,Jackson
20181025,1023,3.00987563371216,Jackson
20181026,1348,3.129689892199301,Jackson
20181027,988,2.9947569445876283,Jackson
20181028,2029,3.307282047033346,Jackson
20181029,1666,3.2216749970707688,Jackson
20181030,1300,3.113943352306837,Jackson
20181031,926,2.966610986681934,Jackson
20181101,881,2.9449759084120477,Jackson
20181102,906,2.957128197676813,Jackson
20181103,1745,3.241795431295199,Jackson
20181104,3552,3.5504729571065634,Jackson
20181105,1756,3.244524511570084,Jackson
20181106,1503,3.176958980586908,Jackson
20181107,1239,3.0930713063760633,Jackson
20181108,857,2.932980821923198,Jackson
20181109,1173,3.0692980121155293,Jackson
20181110,2509,3.3995006613146104,Jackson
20181111,1981,3.296884475538547,Jackson
20181112,1854,3.2681097298084785,Jackson
20181113,1480,3.1702617153949575,Jackson
20181114,1711,3.2332500095411003,Jackson
20181115,1585,3.2000292665537704,Jackson
20181116,1414,3.150449409460881,Jackson
20181117,1385,3.1414497734004674,Jackson
20181118,15681,4.195373754817413,Jackson
20181119,10750,4.031408464251625,Jackson
20181120,3899,3.590953235187986,Jackson
20181121,2381,3.37675939540488,Jackson
20181122,2339,3.3690302218091532,Jackson
20181123,2214,3.345177616542704,Jackson
20181124,1973,3.295127085252191,Jackson
20181125,8079,3.9073576081311727,Jackson
20181126,6277,3.7977521286507105,Jackson
20181127,3563,3.5518158223510157,Jackson
20181128,3571,3.552789850192782,Jackson
20181129,2145,3.331427296520743,Jackson
20181130,1830,3.2624510897304293,Jackson
20181201,1511,3.1792644643390253,Jackson
20181202,8793,3.944137073158098,Jackson
20181203,4413,3.6447339274471924,Jackson
20181204,2774,3.443106456737266,Jackson
20181205,2067,3.3153404766272883,Jackson
20181206,1947,3.2893659515200318,Jackson
20181207,2567,3.4094258686714434,Jackson
20181208,1923,3.28397928423848,Jackson
20181209,15541,4.191478960443599,Jackson
20181210,4375,3.640978057358332,Jackson
20181211,2176,3.3376588910261424,Jackson
20181212,3773,3.5766868052009957,Jackson
20181213,3805,3.5803546611065915,Jackson
20181214,2136,3.3296012483565187,Jackson
20181215,1747,3.2422929049829308,Jackson
20181216,13656,4.135323508106677,Jackson
20181217,6283,3.798167059715939,Jackson
20181218,3048,3.4840149626675627,Jackson
20181219,2203,3.343014497150768,Jackson
20181220,1884,3.2750808984568587,Jackson
20181221,1672,3.2232362731029975,Jackson
20181222,2584,3.4122925093230463,Jackson
20181223,35776,4.553591781870311,Jackson
20181224,5646,3.7517408738109004,Jackson
20181225,3222,3.5081255360831993,Jackson
20181226,2502,3.398287305357401,Jackson
20181227,2735,3.4369573306694496,Jackson
20181228,2544,3.4055171069763763,Jackson
20181229,2917,3.4649364291217326,Jackson
20181230,22823,4.35837273025802,Jackson
20181231,62984,4.799230238433963,Jackson
20190101,11815,4.072433725968388,Jackson
20190102,11098,4.045244720478147,Jackson
20190103,13143,4.118694507897838,Jackson
20190104,9023,3.95535095736766,Jackson
20190105,10130,4.005609445360281,Jackson
20190106,76482,4.883559236192821,Jackson
20190107,18819,4.2745965422569965,Jackson
20190108,7691,3.8859828113549733,Jackson
20190109,3025,3.4807253789884878,Jackson
20190110,2961,3.471438407389299,Jackson
20190111,2146,3.3316297176299323,Jackson
20190112,2586,3.4126285205443754,Jackson
20190113,2880,3.459392487759231,Jackson
20190114,2250,3.3521825181113627,Jackson
20190115,1655,3.2187979981117376,Jackson
20190116,1459,3.1640552918934515,Jackson
20190117,1264,3.1017470739463664,Jackson
20190118,1215,3.084576277934331,Jackson
20190119,1048,3.0203612826477078,Jackson
20190120,1581,3.198931869932209,Jackson
20190121,1822,3.2605483726369795,Jackson
20190122,1182,3.0726174765452368,Jackson
20190123,972,2.9876662649262746,Jackson
20190124,961,2.9827233876685453,Jackson
20190125,953,2.979092900638326,Jackson
20190126,824,2.9159272116971158,Jackson
20190127,1058,3.024485667699167,Jackson
20190128,823,2.91539983521227,Jackson
20190129,765,2.8836614351536176,Jackson
20190130,742,2.870403905279027,Jackson
20190131,738,2.8680563618230415,Jackson
20190201,1322,3.1212314551496214,Jackson
20190202,1071,3.029789470831856,Jackson
20190203,1401,3.1464381352857744,Jackson
20190204,1765,3.2467447097238415,Jackson
20190205,994,2.997386384397313,Jackson
20190206,868,2.938519725176492,Jackson
20190207,711,2.851869600729766,Jackson
20190208,746,2.8727388274726686,Jackson
20190209,727,2.8615344108590377,Jackson
20190210,728,2.862131379313037,Jackson
20190211,954,2.979548374704095,Jackson
20190212,1137,3.0557604646877348,Jackson
20190213,3975,3.5993371329924893,Jackson
20190214,2728,3.4358443659844413,Jackson
20190215,1314,3.118595365223762,Jackson
20190216,954,2.979548374704095,Jackson
20190217,877,2.9429995933660407,Jackson
20190218,823,2.91539983521227,Jackson
20190219,932,2.9694159123539814,Jackson
20190220,874,2.941511432634403,Jackson
20190221,787,2.8959747323590648,Jackson
20190222,609,2.784617292632875,Jackson
20190223,544,2.73559889969818,Jackson
20190224,566,2.7528164311882715,Jackson
20190225,699,2.8444771757456815,Jackson
20190226,721,2.857935264719429,Jackson
20190227,647,2.8109042806687006,Jackson
20190228,931,2.9689496809813427,Jackson
20190301,840,2.9242792860618816,Jackson
20190302,747,2.873320601815399,Jackson
20190303,676,2.829946695941636,Jackson
20190304,872,2.940516484932567,Jackson
20190305,724,2.859738566197147,Jackson
20190306,729,2.8627275283179747,Jackson
20190307,681,2.833147111912785,Jackson
20190308,752,2.876217840591642,Jackson
20190309,531,2.725094521081469,Jackson
20190310,587,2.7686381012476144,Jackson
20190311,622,2.7937903846908188,Jackson
20190312,734,2.8656960599160706,Jackson
20190313,1960,3.292256071356476,Jackson
20190314,2432,3.385963570600697,Jackson
20190315,1182,3.0726174765452368,Jackson
20190316,915,2.9614210940664485,Jackson
20190317,858,2.9334872878487053,Jackson
20190318,831,2.919601023784111,Jackson
20190319,828,2.9180303367848803,Jackson
20190320,737,2.8674674878590514,Jackson
20190321,841,2.924795995797912,Jackson
20190322,806,2.906335041805091,Jackson
20190323,588,2.7693773260761385,Jackson
20190324,629,2.798650645445269,Jackson
20190325,718,2.8561244442423,Jackson
20190326,708,2.850033257689769,Jackson
20190327,691,2.8394780473741985,Jackson
20190328,625,2.7958800173440754,Jackson
20190329,569,2.7551122663950713,Jackson
20190330,525,2.720159303405957,Jackson
20190331,526,2.7209857441537393,Jackson
20190401,552,2.741939077729199,Jackson
20190402,554,2.74350976472843,Jackson
20190403,520,2.716003343634799,Jackson
20190404,565,2.7520484478194387,Jackson
20190405,559,2.747411807886423,Jackson
20190406,523,2.718501688867274,Jackson
20190407,573,2.75815462196739,Jackson
20190408,552,2.741939077729199,Jackson
20190409,580,2.7634279935629373,Jackson
20190410,459,2.661812685537261,Jackson
20190411,574,2.7589118923979736,Jackson
20190412,520,2.716003343634799,Jackson
20190413,396,2.597695185925512,Jackson
20190414,458,2.660865478003869,Jackson
20190415,607,2.7831886910752575,Jackson
20190416,667,2.824125833916549,Jackson
20190417,675,2.829303772831025,Jackson
20190418,659,2.8188854145940097,Jackson
20190419,663,2.821513528404773,Jackson
20190420,609,2.784617292632875,Jackson
20190421,648,2.8115750058705933,Jackson
20190422,664,2.8221680793680175,Jackson
20190423,836,2.9222062774390163,Jackson
20190424,793,2.8992731873176036,Jackson
20190425,1125,3.0511525224473814,Jackson
20190426,4649,3.667359546183087,Jackson
20190427,2842,3.4536240735914507,Jackson
20190428,1531,3.184975190698261,Jackson
20190429,1393,3.1439511164239633,Jackson
20190430,1207,3.081707270097349,Jackson
20190501,910,2.9590413923210934,Jackson
20190502,868,2.938519725176492,Jackson
20190503,827,2.9175055095525466,Jackson
20190504,722,2.858537197569639,Jackson
20190505,674,2.82865989653532,Jackson
20190506,752,2.876217840591642,Jackson
20190507,696,2.842609239610562,Jackson
20190508,591,2.7715874808812555,Jackson
20190509,601,2.7788744720027396,Jackson
20190510,656,2.8169038393756605,Jackson
20190511,610,2.785329835010767,Jackson
20190512,578,2.761927838420529,Jackson
20190513,653,2.814913181275074,Jackson
20190514,778,2.890979596989689,Jackson
20190515,582,2.7649229846498886,Jackson
20190516,544,2.73559889969818,Jackson
20190517,577,2.7611758131557314,Jackson
20190518,506,2.7041505168397992,Jackson
20190519,492,2.69196510276736,Jackson
20190520,503,2.7015679850559273,Jackson
20190521,526,2.7209857441537393,Jackson
20190522,482,2.6830470382388496,Jackson
20190523,575,2.7596678446896306,Jackson
20190524,690,2.838849090737255,Jackson
20190525,624,2.795184589682424,Jackson
20190526,495,2.694605198933569,Jackson
20190527,551,2.741151598851785,Jackson
20190528,574,2.7589118923979736,Jackson
20190529,541,2.7331972651065692,Jackson
20190530,651,2.813580988568192,Jackson
20190531,434,2.637489729512511,Jackson
20190601,422,2.625312450961674,Jackson
20190602,389,2.5899496013257077,Jackson
20190603,489,2.6893088591236203,Jackson
20190604,450,2.6532125137753435,Jackson
20190605,513,2.7101173651118162,Jackson
20190606,452,2.655138434811382,Jackson
20190607,465,2.667452952889954,Jackson
20190608,386,2.586587304671755,Jackson
20190609,982,2.9921114877869495,Jackson
20190610,662,2.8208579894397,Jackson
20190611,463,2.6655809910179533,Jackson
20190612,434,2.637489729512511,Jackson
20190613,597,2.775974331129369,Jackson
20190614,463,2.6655809910179533,Jackson
20190615,433,2.6364878963533656,Jackson
20190616,421,2.6242820958356683,Jackson
20190617,436,2.639486489268586,Jackson
20190618,507,2.705007959333336,Jackson
20190619,443,2.6464037262230695,Jackson
20190620,452,2.655138434811382,Jackson
20190621,389,2.5899496013257077,Jackson
20190622,383,2.583198773968623,Jackson
20190623,389,2.5899496013257077,Jackson
20190624,442,2.645422269349092,Jackson
20190625,407,2.60959440922522,Jackson
20190626,538,2.7307822756663893,Jackson
20190627,653,2.814913181275074,Jackson
20190628,474,2.6757783416740852,Jackson
20190629,385,2.5854607295085006,Jackson
20190630,437,2.640481436970422,Jackson
20190701,432,2.635483746814912,Jackson
20190702,406,2.6085260335771943,Jackson
20190703,444,2.6473829701146196,Jackson
20190704,393,2.5943925503754266,Jackson
20190705,366,2.5634810853944106,Jackson
20190706,353,2.5477747053878224,Jackson
20190707,437,2.640481436970422,Jackson
20190708,501,2.699837725867246,Jackson
20190709,479,2.680335513414563,Jackson
20190710,440,2.6434526764861874,Jackson
20190711,525,2.720159303405957,Jackson
20190712,477,2.678518379040114,Jackson
20190713,480,2.681241237375587,Jackson
20190714,552,2.741939077729199,Jackson
20190715,1166,3.0666985504229953,Jackson
20190716,567,2.7535830588929064,Jackson
20190717,746,2.8727388274726686,Jackson
20190718,999,2.9995654882259823,Jackson
20190719,722,2.858537197569639,Jackson
20190720,549,2.739572344450092,Jackson
20190721,608,2.783903579272735,Jackson
20190722,668,2.824776462475546,Jackson
20190723,723,2.859138297294531,Jackson
20190724,791,2.8981764834976764,Jackson
20190725,871,2.9400181550076634,Jackson
20190726,1055,3.0232524596337114,Jackson
20190727,809,2.9079485216122722,Jackson
20190728,999,2.9995654882259823,Jackson
20190729,1265,3.1020905255118367,Jackson
20190730,1509,3.17868923977559,Jackson
20190731,1287,3.1095785469043866,Jackson
20190801,1100,3.041392685158225,Jackson
20190802,1370,3.1367205671564067,Jackson
20190803,939,2.972665592266111,Jackson
20190804,995,2.9978230807457256,Jackson
20190805,1129,3.052693941924968,Jackson
20190806,1152,3.061452479087193,Jackson
20190807,1040,3.0170333392987803,Jackson
20190808,1281,3.1075491297446862,Jackson
20190809,3231,3.509336958017644,Jackson
20190810,1225,3.0881360887005513,Jackson
20190811,1102,3.042181594515766,Jackson
20190812,1058,3.024485667699167,Jackson
20190813,1193,3.076640443670342,Jackson
20190814,1129,3.052693941924968,Jackson
20190815,1377,3.1389339402569236,Jackson
20190816,6144,3.7884512070234555,Jackson
20190817,2125,3.3273589343863303,Jackson
20190818,1510,3.1789769472931693,Jackson
20190819,1562,3.1936810295412816,Jackson
20190820,2295,3.36078268987328,Jackson
20190821,1444,3.1595671932336202,Jackson
20190822,1674,3.2237554536572413,Jackson
20190823,1997,3.3003780648707024,Jackson
20190824,1316,3.1192558892779365,Jackson
20190825,2286,3.359076226059263,Jackson
20190826,1938,3.2873537727147464,Jackson
20190827,1614,3.2079035303860515,Jackson
20190828,1825,3.2612628687924934,Jackson
20190829,1698,3.229937685907934,Jackson
20190830,2271,3.3562171342197353,Jackson
20190831,1985,3.297760511099134,Jackson
20190901,1858,3.269045709657623,Jackson
20190902,2733,3.436639631692661,Jackson
20190903,4894,3.6896639650157703,Jackson
20190904,2293,3.3604040547299387,Jackson
20190905,2194,3.3412366232386925,Jackson
20190906,2376,3.375846436309156,Jackson
20190907,2385,3.3774883833761327,Jackson
20190908,33077,4.519526113258743,Jackson
20190909,33856,4.529635646019073,Jackson
20190910,13394,4.126910294600161,Jackson
20190911,6836,3.834802054048699,Jackson
20190912,7916,3.8985057855343586,Jackson
20190913,10336,4.014352500651009,Jackson
20190914,4349,3.638389407665336,Jackson
20190915,20079,4.302742079723163,Jackson
20190916,18316,4.26283063485566,Jackson
20190917,9372,3.971832279924925,Jackson
20190918,6308,3.799891684656865,Jackson
20190919,6041,3.781108835729466,Jackson
20190920,9053,3.956792520370495,Jackson
20190921,4887,3.689042339028172,Jackson
20190922,31647,4.500332547048551,Jackson
20190923,10293,4.012541972775836,Jackson
20190924,5164,3.712986233594383,Jackson
20190925,4067,3.6092741724045876,Jackson
20190926,4051,3.607562243183588,Jackson
20190927,3339,3.523616419054371,Jackson
20190928,4443,3.6476763132408707,Jackson
20190929,9751,3.98904915643822,Jackson
20190930,6099,3.785258633357701,Jackson
20191001,2718,3.4342494523964757,Jackson
20191002,2120,3.326335860928751,Jackson
20191003,1861,3.269746373130767,Jackson
20191004,1707,3.2322335211147335,Jackson
20191005,1583,3.199480914862356,Jackson
20191006,7863,3.8955882756662628,Jackson
20191007,3767,3.5759956202032677,Jackson
20191008,2543,3.405346360175709,Jackson
20191009,2002,3.3014640731433,Jackson
20191010,1844,3.2657609167176105,Jackson
20191011,1566,3.1947917577219247,Jackson
20191012,1849,3.266936911159173,Jackson
20191013,7032,3.8470788620657155,Jackson
20191014,6344,3.8023631743095474,Jackson
20191015,3511,3.545430829465351,Jackson
20191016,2348,3.370698092575577,Jackson
20191017,2143,3.3310221710418286,Jackson
20191018,3617,3.5583485087616196,Jackson
20191019,2624,3.4189638307036225,Jackson
20191020,28194,4.450156695406595,Jackson
20191021,21186,4.326048967946741,Jackson
20191022,8904,3.949585151326652,Jackson
20191023,4218,3.6251065754034677,Jackson
20191024,2906,3.4632956099620027,Jackson
20191025,2513,3.400192488592576,Jackson
20191026,2546,3.4058583993176366,Jackson
20191027,3103,3.491781775584166,Jackson
20191028,3166,3.5005109105263372,Jackson
20191029,2929,3.4667193716815987,Jackson
20191030,3445,3.5371892262436444,Jackson
20191031,3173,3.501470072100412,Jackson
20191101,3865,3.5871494982543437,Jackson
20191102,3084,3.4891143693789193,Jackson
20191103,5422,3.734159513244467,Jackson
20191104,145417,5.16261518076387,Jackson
20191105,22326,4.348810920405178,Jackson
20191106,13052,4.115677065115837,Jackson
20191107,8613,3.9351544472161684,Jackson
20191108,5517,3.74170298395774,Jackson
20191109,5485,3.73917663191073,Jackson
20191110,28920,4.4611982886224935,Jackson
20191111,51227,4.7094989230909565,Jackson
20191112,26982,4.431074137951586,Jackson
20191113,15064,4.177940307008608,Jackson
20191114,13232,4.121625492208471,Jackson
20191115,10067,4.002900068611387,Jackson
20191116,7681,3.8854177651109363,Jackson
20191117,41899,4.622203657819171,Jackson
20191118,43072,4.634195038207864,Jackson
20191119,23485,4.370790564519267,Jackson
20191120,11529,4.061791639184011,Jackson
20191121,9180,3.9628426812012423,Jackson
20191122,8555,3.932220013877119,Jackson
20191123,5903,3.7710727832211948,Jackson
20191124,8831,3.9460098847657648,Jackson
20191125,12324,4.090751689644903,Jackson
20191126,263059,5.4200531648424475,Jackson
20191127,49223,4.692168079170551,Jackson
20191128,29407,4.468450721552249,Jackson
20191129,18713,4.27214341759105,Jackson
20191130,13224,4.121362840563391,Jackson
20191201,70619,4.848921563445758,Jackson
20191202,44923,4.652468751149991,Jackson
20191203,17499,4.2430132311496775,Jackson
20191204,12347,4.091561448144972,Jackson
20191205,13753,4.138397442990546,Jackson
20191206,13406,4.1272992150577075,Jackson
20191207,10108,4.004665233247877,Jackson
20191208,26465,4.422671898327287,Jackson
20191209,18829,4.274827255438105,Jackson
20191210,13599,4.13350697377835,Jackson
20191211,11944,4.077149794716969,Jackson
20191212,15166,4.180871051650544,Jackson
20191213,173014,5.238081246925,Jackson
20191214,32621,4.513497270248867,Jackson
20191215,35232,4.546937297291658,Jackson
20191216,19948,4.299899359546325,Jackson
20191217,20945,4.321080364697238,Jackson
20191218,20896,4.32006315959498,Jackson
20191219,12632,4.101472117000238,Jackson
20191220,9944,3.997561115633588,Jackson
20191221,10590,4.024895960107485,Jackson
20191222,36059,4.557013678556548,Jackson
20191223,30753,4.487887488238088,Jackson
20191224,19600,4.292256071356476,Jackson
20191225,13599,4.13350697377835,Jackson
20191226,11646,4.066176785772006,Jackson
20191227,11340,4.054613054556888,Jackson
20191228,13006,4.11414374967188,Jackson
20191229,24565,4.39031676847084,Jackson
20191230,24088,4.381800742504703,Jackson
20191231,14978,4.175453826250483,Jackson
