Index,lat,long,County,Total Population,State
12115,30.57302666,-85.50249481,bay,175353,florida
12116,30.57302666,-85.45092773,bay,175353,florida
12117,30.57302666,-85.39936066,bay,175353,florida
12118,30.21779442,-85.40509033,bay,175353,florida
12119,29.91412544,-82.42570496,bradford,27223,florida
12120,29.93704414,-82.38559723,bradford,27223,florida
12121,29.9485054,-82.35121918,bradford,27223,florida
12122,29.95423508,-82.32257843,bradford,27223,florida
12123,29.95996284,-82.30538177,bradford,27223,florida
12124,29.98861122,-82.28820038,bradford,27223,florida
12125,30.00580025,-82.27101135,bradford,27223,florida
12126,30.05163765,-82.19652557,bradford,27223,florida
12127,30.08028221,-82.17360687,bradford,27223,florida
12128,30.09174347,-82.16214752,bradford,27223,florida
12129,30.10320091,-82.13922882,bradford,27223,florida
12130,30.13758087,-82.13349915,bradford,27223,florida
12131,30.13758087,-82.04182434,bradford,27223,florida
12132,29.7193203,-82.04756165,bradford,27223,florida
12133,29.74797058,-82.08766174,bradford,27223,florida
12134,29.82245255,-82.12203979,bradford,27223,florida
12135,29.82245255,-82.13922882,bradford,27223,florida
12136,29.83964157,-82.22517395,bradford,27223,florida
12137,29.83964157,-82.2824707,bradford,27223,florida
12138,29.83964157,-82.30538177,bradford,27223,florida
12139,29.86828995,-82.3454895,bradford,27223,florida
12140,29.87401772,-82.37414551,bradford,27223,florida
12141,29.91412544,-82.42570496,bradford,27223,florida
12142,28.59632301,-80.94747162,brevard,553591,florida
12143,28.77394104,-80.94174957,brevard,553591,florida
12144,28.77394104,-80.85007477,brevard,553591,florida
12145,28.65361977,-80.81569672,brevard,553591,florida
12146,28.53329849,-80.78131866,brevard,553591,florida
12147,28.33849335,-80.71829224,brevard,553591,florida
12148,28.166605,-80.64381409,brevard,553591,florida
12149,28.06920242,-80.59224701,brevard,553591,florida
12150,27.92596245,-80.52349091,brevard,553591,florida
12151,27.85147858,-80.4776535,brevard,553591,florida
12152,27.80564117,-80.51203156,brevard,553591,florida
12153,27.81137085,-80.87299347,brevard,553591,florida
12154,28.33276367,-80.86153412,brevard,553591,florida
12155,28.36713982,-80.86726379,brevard,553591,florida
12156,28.41297722,-80.8901825,brevard,553591,florida
12157,28.43589592,-80.88445282,brevard,553591,florida
12158,28.45308495,-80.88445282,brevard,553591,florida
12159,28.47027206,-80.87299347,brevard,553591,florida
12160,28.487463,-80.87872314,brevard,553591,florida
12161,28.52183914,-80.9360199,brevard,553591,florida
12162,28.54475784,-80.94174957,brevard,553591,florida
12163,28.55621719,-80.93029022,brevard,553591,florida
12164,28.59632301,-80.94747162,brevard,553591,florida
12165,25.97217751,-80.8901825,broward,1843152,florida
12166,26.2471962,-80.88445282,broward,1843152,florida
12167,26.33313942,-80.87872314,broward,1843152,florida
12168,26.3159523,-80.08803558,broward,1843152,florida
12169,26.28157425,-80.08803558,broward,1843152,florida
12170,26.16698265,-80.09950256,broward,1843152,florida
12171,26.12114716,-80.11096191,broward,1843152,florida
12172,26.09249687,-80.12241364,broward,1843152,florida
12173,26.05239105,-80.12814331,broward,1843152,florida
12174,26.00655556,-80.12814331,broward,1843152,florida
12175,25.96071815,-80.13387299,broward,1843152,florida
12176,25.96071815,-80.30003357,broward,1843152,florida
12177,25.9492588,-80.30003357,broward,1843152,florida
12178,25.9492588,-80.68965149,broward,1843152,florida
12179,25.96644783,-80.69538116,broward,1843152,florida
12180,25.97217751,-80.8901825,broward,1843152,florida
12181,30.21779442,-85.40509033,calhoun,14615,florida
12182,30.57302666,-85.39936066,calhoun,14615,florida
12183,30.57302666,-85.19309235,calhoun,14615,florida
12184,30.60740662,-85.18164063,calhoun,14615,florida
12185,30.60740662,-84.93525696,calhoun,14615,florida
12186,30.59594536,-84.94672394,calhoun,14615,florida
12187,30.57302666,-84.98683167,calhoun,14615,florida
12188,30.52719307,-85.00402069,calhoun,14615,florida
12189,30.47562408,-85.01548004,calhoun,14615,florida
12190,30.45843697,-85.00975037,calhoun,14615,florida
12191,30.44124794,-85.02693176,calhoun,14615,florida
12192,30.42406082,-85.05558777,calhoun,14615,florida
12193,30.40114212,-85.05558777,calhoun,14615,florida
12194,30.40114212,-85.04412842,calhoun,14615,florida
12195,30.40114212,-85.03266907,calhoun,14615,florida
12196,30.38395309,-85.04412842,calhoun,14615,florida
12197,30.37249184,-85.06130981,calhoun,14615,florida
12198,30.31519699,-85.06130981,calhoun,14615,florida
12199,30.28654861,-85.08423615,calhoun,14615,florida
12200,30.25217056,-85.08996582,calhoun,14615,florida
12201,30.21206474,-85.13007355,calhoun,14615,florida
12202,30.21779442,-85.40509033,calhoun,14615,florida
12203,27.03214836,-82.05329132,charlotte,165783,florida
12204,27.03214836,-81.56626892,charlotte,165783,florida
12205,26.76285744,-81.5719986,charlotte,165783,florida
12206,26.76285744,-82.08193207,charlotte,165783,florida
12207,26.79723549,-82.06474304,charlotte,165783,florida
12208,26.86026192,-82.07620239,charlotte,165783,florida
12209,26.88891029,-82.09339905,charlotte,165783,florida
12210,26.91182899,-82.11058044,charlotte,165783,florida
12211,26.92328835,-82.10485077,charlotte,165783,florida
12212,26.93474579,-82.09339905,charlotte,165783,florida
12213,26.94620514,-82.04756165,charlotte,165783,florida
12214,26.95766449,-82.03609467,charlotte,165783,florida
12215,26.97485352,-82.03609467,charlotte,165783,florida
12216,26.98058319,-82.04756165,charlotte,165783,florida
12217,26.96912384,-82.07620239,charlotte,165783,florida
12218,26.96339417,-82.09912109,charlotte,165783,florida
12219,26.96339417,-82.11631012,charlotte,165783,florida
12220,26.96339417,-82.12776947,charlotte,165783,florida
12221,26.96339417,-82.15068817,charlotte,165783,florida
12222,26.95766449,-82.1678772,charlotte,165783,florida
12223,26.99777031,-82.2366333,charlotte,165783,florida
12224,27.00350189,-82.25382233,charlotte,165783,florida
12225,26.99777031,-82.259552,charlotte,165783,florida
12226,26.97485352,-82.259552,charlotte,165783,florida
12227,26.95766449,-82.24236298,charlotte,165783,florida
12228,26.88317871,-82.17360687,charlotte,165783,florida
12229,26.85453224,-82.16214752,charlotte,165783,florida
12230,26.82015419,-82.16214752,charlotte,165783,florida
12231,26.81442451,-82.17360687,charlotte,165783,florida
12232,26.82015419,-82.20225525,charlotte,165783,florida
12233,26.82588387,-82.2137146,charlotte,165783,florida
12234,26.82588387,-82.2366333,charlotte,165783,florida
12235,26.82015419,-82.24809265,charlotte,165783,florida
12236,26.84307289,-82.26527405,charlotte,165783,florida
12237,26.83734322,-82.2824707,charlotte,165783,florida
12238,26.85453224,-82.29393005,charlotte,165783,florida
12239,26.89463806,-82.33403778,charlotte,165783,florida
12240,26.94047546,-82.3454895,charlotte,165783,florida
12241,26.94047546,-82.27101135,charlotte,165783,florida
12242,27.03787804,-82.27101135,charlotte,165783,florida
12243,27.03214836,-82.05329132,charlotte,165783,florida
12244,29.00885201,-82.73510742,citrus,139654,florida
12245,29.02604294,-82.70645905,citrus,139654,florida
12246,29.03177071,-82.68927002,citrus,139654,florida
12247,29.03177071,-82.66635132,citrus,139654,florida
12248,29.01458168,-82.62051392,citrus,139654,florida
12249,29.01458168,-82.60332489,citrus,139654,florida
12250,29.02604294,-82.58613586,citrus,139654,florida
12251,29.03177071,-82.57467651,citrus,139654,florida
12252,29.04323196,-82.52310944,citrus,139654,florida
12253,29.04896164,-82.50592804,citrus,139654,florida
12254,29.04323196,-82.46581268,citrus,139654,florida
12255,29.01458168,-82.42570496,citrus,139654,florida
12256,28.97447586,-82.32257843,citrus,139654,florida
12257,28.95155716,-82.29393005,citrus,139654,florida
12258,28.89999199,-82.27101135,citrus,139654,florida
12259,28.84269714,-82.2137146,citrus,139654,florida
12260,28.80258751,-82.17933655,citrus,139654,florida
12261,28.78539848,-82.17360687,citrus,139654,florida
12262,28.76247978,-82.17933655,citrus,139654,florida
12263,28.72237206,-82.2366333,citrus,139654,florida
12264,28.69372749,-82.259552,citrus,139654,florida
12265,28.66507721,-82.27101135,citrus,139654,florida
12266,28.67080879,-82.42570496,citrus,139654,florida
12267,28.69372749,-82.42570496,citrus,139654,florida
12268,28.69945335,-82.63770294,citrus,139654,florida
12269,28.71664619,-82.63770294,citrus,139654,florida
12270,28.7395649,-82.65489197,citrus,139654,florida
12271,28.75675201,-82.65489197,citrus,139654,florida
12272,28.77394104,-82.64343262,citrus,139654,florida
12273,28.78539848,-82.64343262,citrus,139654,florida
12274,28.80258751,-82.64343262,citrus,139654,florida
12275,28.80831718,-82.66635132,citrus,139654,florida
12276,28.81404686,-82.68354034,citrus,139654,florida
12277,28.82550621,-82.69499969,citrus,139654,florida
12278,28.83696556,-82.69499969,citrus,139654,florida
12279,28.84269714,-82.69499969,citrus,139654,florida
12280,28.85988426,-82.68927002,citrus,139654,florida
12281,28.86561203,-82.67781067,citrus,139654,florida
12282,28.86561203,-82.65489197,citrus,139654,florida
12283,28.86561203,-82.63770294,citrus,139654,florida
12284,28.87707329,-82.62624359,citrus,139654,florida
12285,28.88853073,-82.62051392,citrus,139654,florida
12286,28.89999199,-82.63197327,citrus,139654,florida
12287,28.92291069,-82.65489197,citrus,139654,florida
12288,28.94009972,-82.69499969,citrus,139654,florida
12289,28.95728683,-82.71218872,citrus,139654,florida
12290,28.96874428,-82.72364807,citrus,139654,florida
12291,28.99739456,-82.72364807,citrus,139654,florida
12292,29.00885201,-82.73510742,citrus,139654,florida
12293,30.17195702,-82.03609467,clay,197417,florida
12294,30.17195702,-81.6636734,clay,197417,florida
12295,30.1547699,-81.66940308,clay,197417,florida
12296,30.1318512,-81.67513275,clay,197417,florida
12297,30.11466217,-81.6636734,clay,197417,florida
12298,30.09174347,-81.6636734,clay,197417,florida
12299,30.07455635,-81.6636734,clay,197417,florida
12300,30.04590607,-81.66940308,clay,197417,florida
12301,30.02298737,-81.66940308,clay,197417,florida
12302,29.96569252,-81.6006546,clay,197417,florida
12303,29.93704414,-81.58919525,clay,197417,florida
12304,29.902668,-81.59492493,clay,197417,florida
12305,29.82245255,-81.5719986,clay,197417,florida
12306,29.82245255,-81.80691528,clay,197417,florida
12307,29.79953384,-81.84702301,clay,197417,florida
12308,29.7880764,-81.89285278,clay,197417,florida
12309,29.77661514,-81.92150879,clay,197417,florida
12310,29.75369644,-81.93296051,clay,197417,florida
12311,29.742239,-81.94441986,clay,197417,florida
12312,29.742239,-81.99025726,clay,197417,florida
12313,29.742239,-82.01317596,clay,197417,florida
12314,29.7193203,-82.04756165,clay,197417,florida
12315,30.13758087,-82.04182434,clay,197417,florida
12316,30.17195702,-82.03609467,clay,197417,florida
12317,26.2471962,-80.88445282,collier,341091,florida
12318,25.97217751,-80.8901825,collier,341091,florida
12319,25.79455948,-80.8901825,collier,341091,florida
12320,25.80028915,-81.38292694,collier,341091,florida
12321,25.82893753,-81.41157532,collier,341091,florida
12322,25.86331558,-81.4631424,collier,341091,florida
12323,25.88050461,-81.50325012,collier,341091,florida
12324,25.88623238,-81.52616119,collier,341091,florida
12325,25.90915108,-81.54335785,collier,341091,florida
12326,25.90915108,-81.56626892,collier,341091,florida
12327,25.89769173,-81.57772827,collier,341091,florida
12328,25.91488266,-81.61210632,collier,341091,florida
12329,25.90915108,-81.63503265,collier,341091,florida
12330,25.91488266,-81.65221405,collier,341091,florida
12331,25.92061043,-81.67513275,collier,341091,florida
12332,25.91488266,-81.69232178,collier,341091,florida
12333,25.91488266,-81.7095108,collier,341091,florida
12334,25.92061043,-81.72097015,collier,341091,florida
12335,25.93779945,-81.74961853,collier,341091,florida
12336,26.00082397,-81.78399658,collier,341091,florida
12337,26.1326046,-81.82410431,collier,341091,florida
12338,26.23573685,-81.84702301,collier,341091,florida
12339,26.2930336,-81.85274506,collier,341091,florida
12340,26.32741165,-81.85274506,collier,341091,florida
12341,26.33313942,-81.81837463,collier,341091,florida
12342,26.3159523,-81.81837463,collier,341091,florida
12343,26.3159523,-81.66940308,collier,341091,florida
12344,26.42481422,-81.66940308,collier,341091,florida
12345,26.43054199,-81.5719986,collier,341091,florida
12346,26.51075745,-81.5719986,collier,341091,florida
12347,26.51075745,-81.28552246,collier,341091,florida
12348,26.25292587,-81.29125214,collier,341091,florida
12349,26.2471962,-80.88445282,collier,341091,florida
12350,30.59021759,-82.70645905,columbia,67806,florida
12351,30.58448792,-82.60332489,columbia,67806,florida
12352,30.57302666,-82.46009064,columbia,67806,florida
12353,30.13758087,-82.46009064,columbia,67806,florida
12354,30.11466217,-82.45436096,columbia,67806,florida
12355,30.08601379,-82.47154236,columbia,67806,florida
12356,30.07455635,-82.51165009,columbia,67806,florida
12357,30.06882477,-82.52310944,columbia,67806,florida
12358,30.04590607,-82.54029846,columbia,67806,florida
12359,30.01725769,-82.55175781,columbia,67806,florida
12360,30.00580025,-82.56321716,columbia,67806,florida
12361,29.98288155,-82.56894684,columbia,67806,florida
12362,29.95996284,-82.54029846,columbia,67806,florida
12363,29.93704414,-82.52310944,columbia,67806,florida
12364,29.9255867,-82.54029846,columbia,67806,florida
12365,29.9255867,-82.56894684,columbia,67806,florida
12366,29.91412544,-82.58040619,columbia,67806,florida
12367,29.8797493,-82.58040619,columbia,67806,florida
12368,29.85110283,-82.59759521,columbia,67806,florida
12369,29.84537125,-82.62051392,columbia,67806,florida
12370,29.81672287,-82.63770294,columbia,67806,florida
12371,29.81672287,-82.66062164,columbia,67806,florida
12372,29.82245255,-82.68927002,columbia,67806,florida
12373,29.83964157,-82.71791077,columbia,67806,florida
12374,29.86256027,-82.75229645,columbia,67806,florida
12375,29.8797493,-82.75229645,columbia,67806,florida
12376,29.9255867,-82.7866745,columbia,67806,florida
12377,29.93131638,-82.79812622,columbia,67806,florida
12378,29.9485054,-82.79240417,columbia,67806,florida
12379,29.97714996,-82.74656677,columbia,67806,florida
12380,29.98861122,-82.75229645,columbia,67806,florida
12381,29.98288155,-82.79240417,columbia,67806,florida
12382,30.11466217,-82.79240417,columbia,67806,florida
12383,30.30946732,-82.79240417,columbia,67806,florida
12384,30.30373955,-82.75801849,columbia,67806,florida
12385,30.30373955,-82.73510742,columbia,67806,florida
12386,30.32092667,-82.70645905,columbia,67806,florida
12387,30.34384537,-82.67207336,columbia,67806,florida
12388,30.37822342,-82.63770294,columbia,67806,florida
12389,30.41259956,-82.63770294,columbia,67806,florida
12390,30.49854279,-82.70645905,columbia,67806,florida
12391,30.53865051,-82.72364807,columbia,67806,florida
12392,30.59021759,-82.70645905,columbia,67806,florida
12393,27.03214836,-81.56626892,de soto,34957,florida
12394,27.03214836,-82.05329132,de soto,34957,florida
12395,27.10090256,-82.05329132,de soto,34957,florida
12396,27.10090256,-82.2137146,de soto,34957,florida
12397,27.19830704,-82.2137146,de soto,34957,florida
12398,27.20403481,-82.15641785,de soto,34957,florida
12399,27.24414253,-82.15641785,de soto,34957,florida
12400,27.24987221,-82.05901337,de soto,34957,florida
12401,27.33581734,-82.05901337,de soto,34957,florida
12402,27.33581734,-81.56053925,de soto,34957,florida
12403,27.03214836,-81.56626892,de soto,34957,florida
12404,29.67348289,-83.41120148,dixie,16091,florida
12405,29.67348289,-83.37109375,dixie,16091,florida
12406,29.6964016,-83.35389709,dixie,16091,florida
12407,29.72505188,-83.34816742,dixie,16091,florida
12408,29.74797058,-83.33097839,dixie,16091,florida
12409,29.7651577,-83.31952667,dixie,16091,florida
12410,29.7880764,-83.32525635,dixie,16091,florida
12411,29.82245255,-83.313797,dixie,16091,florida
12412,29.81672287,-82.93563843,dixie,16091,florida
12413,29.77661514,-82.93563843,dixie,16091,florida
12414,29.73650932,-82.947097780000007,dixie,16091,florida
12415,29.70785904,-82.947097780000007,dixie,16091,florida
12416,29.67921448,-82.947097780000007,dixie,16091,florida
12417,29.64483833,-82.95856476,dixie,16091,florida
12418,29.59326935,-82.9642868,dixie,16091,florida
12419,29.59326935,-82.93563843,dixie,16091,florida
12420,29.57608223,-82.9413681,dixie,16091,florida
12421,29.55316353,-82.9642868,dixie,16091,florida
12422,29.53024483,-82.97001648,dixie,16091,florida
12423,29.4901371,-82.97001648,dixie,16091,florida
12424,29.4672184,-82.98720551,dixie,16091,florida
12425,29.43284225,-83.01012421,dixie,16091,florida
12426,29.40992355,-83.01585388,dixie,16091,florida
12427,29.39273643,-83.03877258,dixie,16091,florida
12428,29.38127518,-83.06169128,dixie,16091,florida
12429,29.34116745,-83.06742096,dixie,16091,florida
12430,29.32971001,-83.07888031,dixie,16091,florida
12431,29.32971001,-83.09606934,dixie,16091,florida
12432,29.31824875,-83.10752869,dixie,16091,florida
12433,29.31824875,-83.13044739,dixie,16091,florida
12434,29.30679131,-83.15336609,dixie,16091,florida
12435,29.33543968,-83.16482544,dixie,16091,florida
12436,29.36408615,-83.16482544,dixie,16091,florida
12437,29.39846611,-83.18774414,dixie,16091,florida
12438,29.421381,-83.21065521,dixie,16091,florida
12439,29.43857384,-83.23358154,dixie,16091,florida
12440,29.4442997,-83.25076294,dixie,16091,florida
12441,29.4442997,-83.26795959,dixie,16091,florida
12442,29.4442997,-83.27941895,dixie,16091,florida
12443,29.43857384,-83.29660034,dixie,16091,florida
12444,29.45576096,-83.30805969,dixie,16091,florida
12445,29.47294998,-83.313797,dixie,16091,florida
12446,29.49586868,-83.33097839,dixie,16091,florida
12447,29.50159836,-83.34816742,dixie,16091,florida
12448,29.5130558,-83.37109375,dixie,16091,florida
12449,29.52451324,-83.38827515,dixie,16091,florida
12450,29.5359745,-83.3997345,dixie,16091,florida
12451,29.57608223,-83.39400482,dixie,16091,florida
12452,29.59326935,-83.3997345,dixie,16091,florida
12453,29.62764549,-83.41120148,dixie,16091,florida
12454,29.67348289,-83.41120148,dixie,16091,florida
12455,30.26362991,-82.04182434,duval,890673,florida
12456,30.51000404,-81.74388885,duval,890673,florida
12457,30.53865051,-81.72097015,duval,890673,florida
12458,30.56156921,-81.7095108,duval,890673,florida
12459,30.55583763,-81.68087006,duval,890673,florida
12460,30.55011177,-81.65794373,duval,890673,florida
12461,30.56729889,-81.64076233,duval,890673,florida
12462,30.57302666,-81.61210632,duval,890673,florida
12463,30.57302666,-81.6006546,duval,890673,florida
12464,30.55583763,-81.6006546,duval,890673,florida
12465,30.55011177,-81.6006546,duval,890673,florida
12466,30.55011177,-81.58345795,duval,890673,florida
12467,30.53865051,-81.56626892,duval,890673,florida
12468,30.53291893,-81.54908752,duval,890673,florida
12469,30.51573181,-81.53189087,duval,890673,florida
12470,30.51573181,-81.5089798,duval,890673,florida
12471,30.53291893,-81.50325012,duval,890673,florida
12472,30.53291893,-81.45168304,duval,890673,florida
12473,30.51573181,-81.45168304,duval,890673,florida
12474,30.48708534,-81.44021606,duval,890673,florida
12475,30.45843697,-81.43449402,duval,890673,florida
12476,30.41259956,-81.44021606,duval,890673,florida
12477,30.38968086,-81.45741272,duval,890673,florida
12478,30.37249184,-81.45168304,duval,890673,florida
12479,30.36676216,-81.44021606,duval,890673,florida
12480,30.37249184,-81.42303467,duval,890673,florida
12481,30.38968086,-81.40010834,duval,890673,florida
12482,30.38395309,-81.38865662,duval,890673,florida
12483,30.32092667,-81.37146759,duval,890673,florida
12484,30.24644089,-81.36573792,duval,890673,florida
12485,30.24644089,-81.42876434,duval,890673,florida
12486,30.08601379,-81.43449402,duval,890673,florida
12487,30.08601379,-81.53189087,duval,890673,florida
12488,30.09174347,-81.53762054,duval,890673,florida
12489,30.09747505,-81.5548172,duval,890673,florida
12490,30.11466217,-81.59492493,duval,890673,florida
12491,30.11466217,-81.62356567,duval,890673,florida
12492,30.11466217,-81.63503265,duval,890673,florida
12493,30.11466217,-81.6636734,duval,890673,florida
12494,30.1318512,-81.67513275,duval,890673,florida
12495,30.1547699,-81.66940308,duval,890673,florida
12496,30.17195702,-81.6636734,duval,890673,florida
12497,30.17195702,-82.03609467,duval,890673,florida
12498,30.26362991,-82.04182434,duval,890673,florida
12499,31.00847435,-87.6052475,escambia,306327,florida
12500,31.00847435,-87.18125916,escambia,306327,florida
12501,30.97982979,-87.22136688,escambia,306327,florida
12502,30.96836853,-87.25574493,escambia,306327,florida
12503,30.94544983,-87.27866364,escambia,306327,florida
12504,30.89388466,-87.31304169,escambia,306327,florida
12505,30.86523628,-87.31304169,escambia,306327,florida
12506,30.83658981,-87.30731201,escambia,306327,florida
12507,30.80220985,-87.32449341,escambia,306327,florida
12508,30.75637627,-87.32449341,escambia,306327,florida
12509,30.72199631,-87.31304169,escambia,306327,florida
12510,30.72199631,-87.29584503,escambia,306327,florida
12511,30.70480728,-87.29011536,escambia,306327,florida
12512,30.64751244,-87.27866364,escambia,306327,florida
12513,30.59594536,-87.24427795,escambia,306327,florida
12514,30.57302666,-87.22709656,escambia,306327,florida
12515,30.56729889,-87.19844818,escambia,306327,florida
12516,30.55011177,-87.18698883,escambia,306327,florida
12517,30.51573181,-87.17552948,escambia,306327,florida
12518,30.48708534,-87.18125916,escambia,306327,florida
12519,30.45843697,-87.19844818,escambia,306327,florida
12520,30.44124794,-87.22136688,escambia,306327,florida
12521,30.42406082,-87.26147461,escambia,306327,florida
12522,30.40114212,-87.29584503,escambia,306327,florida
12523,30.40114212,-87.30731201,escambia,306327,florida
12524,30.38395309,-87.31304169,escambia,306327,florida
12525,30.37249184,-87.31877136,escambia,306327,florida
12526,30.37249184,-87.33595276,escambia,306327,florida
12527,30.36676216,-87.38179016,escambia,306327,florida
12528,30.36103439,-87.39325714,escambia,306327,florida
12529,30.34384537,-87.40471649,escambia,306327,florida
12530,30.33811569,-87.41043854,escambia,306327,florida
12531,30.33238602,-87.43909454,escambia,306327,florida
12532,30.31519699,-87.49065399,escambia,306327,florida
12533,30.31519699,-87.50784302,escambia,306327,florida
